id,x,y,deg
127_65,s3.570005254631593651220988,s4.359834046980506108088873,s338.08652448994178030262
127_66,s6.330163210715233231870567,s1.788939450522797132883962,s158.72057732734697310661
127_67,s5.533471438150978138901290,s0.3330602319364311158037339,s66.09324673069636446598
127_68,s0.8296738248340487220332512,s0.8937357990687207657335783,s337.82927489702012735506
127_69,s4.645094994895927733153763,s3.199476775605509154105434,s337.93408215742806532944
127_70,s1.944241682640099768089946,s2.059449085932985285148491,s337.96056961768795190437
127_71,s1.414650615975831866537336,s4.371698719199710037445049,s337.70537430740876061463
127_72,s4.646598317297277891981337,s5.520320962894265788961422,s337.85857431831982466974
127_73,s5.250196692058329187127323,s2.953154514023531056779794,s157.91531563965270379413
127_74,s3.032499603607640724361240,s5.528154858604080175303425,s338.37306751258051917830
127_75,s4.769837616008107253957279,s0.3823372841484914778787411,s118.54995357500376940152
127_76,s5.793095767638705894908606,s6.438066413319510827123134,s158.03539277703816878784
127_77,s0.9365393126877275462346165,s2.979424515214495600378745,s157.58818028601945115952
127_78,s3.100212870766009059970240,s5.275391620819623084155158,s157.97253082017596170772
127_79,s2.007059107300148041635990,s1.814457618163976643347613,s158.00607328420755948173
127_80,s4.714294911424331767380970,s6.442752404627767522780816,s158.17473172266227265936
127_81,s1.464845036516032291151474,s1.819357792766027841589346,s157.95756848483654266602
127_82,s3.090631238860850998065322,s2.966295961269084950492847,s157.92930547553282849549
127_83,s6.316691946220634083804784,s0.7264574888223645984751513,s337.34768074367138979142
127_84,s4.102682724991938730218494,s2.049317044748154578379282,s337.83510339291888158186
127_85,s0.3215219783803343460285430,s6.432449075435338480163336,s156.72799406729689053464
127_86,s6.264392297309165309698566,s4.345910658607695636324357,s337.80271670501167591283
127_87,s3.020768185945519586145798,s0.8995446048247495303220198,s338.05410578617852479510
127_88,s4.643893738695389276548827,s0.8891617433631223940418694,s337.46518419416906908737
127_89,s0.8693827953393406051130878,s3.223711067915546626830105,s337.76521831124841810379
127_90,s1.478841542597528556832262,s4.128759409949797478759171,s157.74839746713985277893
127_91,s2.488045029833466751233052,s3.210918488293526230526792,s337.89975857129957148572
127_92,s3.569719774487156277728025,s5.527671396595304780651147,s337.90500632430052974087
127_93,s3.088054775369347146955904,s1.811936143566302530652257,s158.05349052677399868116
127_94,s1.408970357035042894322003,s3.217667972603286929499622,s337.73750756773779357900
127_95,s6.266261118664613090827622,s5.508031459471300873921707,s336.68024198304078709043
127_96,s5.255425428320448895444693,s6.440972167286722959294929,s157.73211075832443839317
127_97,s0.9376252857635928420313740,s4.134320836562887770736861,s157.77453926901193881349
127_98,s4.646177272975397964641919,s4.354832741433429691848926,s337.77909787751173098513
127_99,s5.184982589887554517791540,s0.8782606221894796820601853,s337.67074985617387028469
127_100,s0.8725861062357394453901410,s5.529884387210236064383425,s338.36648073908054357162
127_101,s0.8721238401772447841701553,s4.377725806346529603103264,s337.63751829519935654389
127_102,s6.332210648167875599483752,s6.435459740753094294813255,s157.81535418478358678840
127_103,s3.627062507012481678634572,s1.809625978270047366616292,s157.91598221981143979065
127_104,s1.474479015221015083928871,s2.974650401290507437760691,s157.80219988248518347973
127_105,s5.252033039519728137730024,s1.794004338838670287377686,s158.27890363003723450674
127_106,s5.725629320532797536601193,s5.512830492955959643861080,s338.11368264739917322004
127_107,s5.722268783257332194110612,s2.038405227341775250078952,s337.98632212580491795961
127_108,s4.643234828919791077553672,s2.045814161060980353293937,s337.91228673904322477028
127_109,s4.174079010769805294333649,s4.114382385627829318906178,s157.87353939494414589717
127_110,s0.4408491978952874426512069,s0.6990948193582418718503238,s146.55998174357972629878
127_111,s5.789559227430998820138804,s2.950338601530775752218738,s157.95774667444698025065
127_112,s2.492547313335715180103477,s4.364872992941530580933996,s337.92726377077224242385
127_113,s5.185097289455434726457570,s3.195494398884135648155943,s337.89422430852744128060
127_114,s2.017647684889208480414350,s4.125472031293806777873982,s157.88382860140336561017
127_115,s0.3725750928863610785162896,s2.976634941986514566628963,s157.64863485883574867330
127_116,s0.3222609941698234509671120,s3.247830116241624559828343,s337.03612156127041998843
127_117,s3.304072620254212500939477,s0.5416331992555730811647396,s132.60960718359825705193
127_118,s0.3755128378173778283354946,s5.299030302619780342221117,s157.04806118174974471913
127_119,s1.953964270565892946287147,s4.367595835815602706422393,s337.92792560990733363724
127_120,s2.553465646457660252470973,s6.442227989873006416491403,s158.75970176214627826994
127_121,s2.556331278105783231235675,s4.122909643705194057194208,s157.93725560049495015846
127_122,s3.026842489804346638040222,s3.208173349329005733713702,s337.88239996378570140223
127_123,s1.954646383978600118396791,s5.526522603953310572888167,s338.19977631263554940233
127_124,s5.186659191951237953683281,s5.514434402769678574226667,s337.94814152012941121939
127_125,s6.332664877272862739220144,s5.260305745159492080670067,s157.61924946180420192832
127_126,s2.012795606726027303189407,s2.971664238473127345870573,s157.94961603503293190442
128_0,s4.436898108271232352358171,s1.507722552068216962776606,s248.28599625078527424193
128_1,s4.200964142956111365929138,s5.783069121717254020698785,s68.27575738108157565875
128_2,s5.604104116667943807805084,s5.874134000928367345791132,s248.39131131284943876381
128_3,s0.9895051192870349813270572,s6.375604629719657664491377,s248.21251554107834635943
128_4,s1.892776926564337010688505,s1.429630003671476041006172,s68.01005788182601463632
128_5,s6.500313837954760308241009,s2.549571593632530007728848,s68.05086544089067501773
128_6,s4.189677144477257336481660,s0.8946756894883925732830899,s68.06748636628412896243
128_7,s3.289595164533076425258202,s3.133401199734763853010728,s248.37753715225323958293
128_8,s5.354661020624998421158340,s3.083173050565332642761848,s68.45341692195381710917
128_9,s2.136420368525294704725131,s3.125188416360519904923625,s248.39956461070971727167
128_10,s5.199226269010837496614284,s0.3150745199898130273828306,s64.21992798546165204243
128_11,s0.9849021061320853213591430,s2.572015827749606637588567,s248.52417940187422118470
128_12,s4.203329739255004994608445,s6.324366791137387279550457,s67.85415338604792623300
128_13,s3.047244738712283272017328,s3.610212950126774542079526,s68.28311402645067573758
128_14,s3.280841302006917103512965,s0.9523484540312570628771769,s247.92169554771180628450
128_15,s2.138058795074749128054768,s5.838363302185771914716566,s248.07676408484655894426
128_16,s0.9842065356511209960495965,s5.286001286627401361672997,s248.20260830846871158428
128_17,s4.443135154179577023732062,s3.141011798847412109546450,s248.44332397185189620359
128_18,s5.594430227763973083513689,s4.229333195359041261753774,s248.07139285326343269844
128_19,s0.9851518767810601870386590,s3.114784968929388715072952,s248.37869843165162819787
128_20,s0.9834449062990662376594667,s3.657204197864909298371982,s248.59340726452933267865
128_21,s0.9831760104278005540311769,s1.491054935019773160289377,s247.99279063179528748151
128_22,s3.047420179970498496528124,s3.067899988441328875720795,s68.41502926896248482080
128_23,s6.500311972161361704610445,s4.177652803106288254779771,s68.07156038297944178339
128_24,s0.7430670406177100938231993,s6.298113698086268342830457,s68.26784015378029835119
128_25,s3.289711265682130569328640,s5.843266473643818709460289,s248.22656093123168830061
128_26,s0.7413209900546696705646353,s1.427017892222768102231090,s67.93256659807786945748
128_27,s4.441522880880801793370680,s5.306902604358887836300190,s248.35826848272813549556
128_28,s2.137692147797675762523055,s2.038513758623936398977104,s248.17751883549362901249
128_29,s6.500303096883405251330578,s1.999153643421775107323265,s68.17484611212864820118
128_30,s3.291413799764381932400413,s2.590596494636462671263229,s248.21406403940784457518
128_31,s2.064135589167874165397178,s0.3704690857960123751878235,s243.47018577538108274894
128_32,s1.894596299629461563434724,s4.686743412450401711331269,s68.63381800543186272989
128_33,s3.047637593974979488606543,s4.694915659595851075929759,s68.33530432335896875884
128_34,s4.443026696935236386944213,s2.597308203093974234336233,s248.09372602579037447867
128_35,s6.500289680945997781249479,s5.274125283496000396836955,s68.34931503949377429308
128_36,s5.597547477189934544302604,s3.151100749484187190904361,s248.51077758279802765173
128_37,s2.943110105468744358806621,s0.3147529673578411619839752,s63.76192887389157704092
128_38,s0.6476292842227118959567314,s0.2885337781953912165330141,s53.81452756833618877863
128_39,s2.136275519382718046966720,s4.210978542386400114081322,s248.32985510699609221774
128_40,s0.9814903766953046799148316,s4.741734471493363018511242,s248.76586114519182046934
128_41,s4.200882979648619890631196,s4.700460818894210601785788,s68.35499389968765626691
128_42,s5.352859067977533933837956,s5.247729474306659244865489,s68.35342887593890282005
128_43,s0.7427817496772924502431635,s5.220963117749445557249390,s68.21272378679043413285
128_44,s3.051039662097416827281916,s6.322198742746730444190653,s68.11808146841434563612
128_45,s6.499466211074585534549562,s6.388989833456726595176429,s68.14441915290638007718
128_46,s5.352503447739412092784036,s3.623885861098109238786490,s68.39042581271888820993
128_47,s4.445994643830879943724904,s6.388859895239996770863470,s248.20163775390324190084
128_48,s4.200727352691554471618563,s3.075496195670309354482514,s68.39665990397384121025
128_49,s4.441199328062062122219466,s3.682280908354811131389396,s248.36804760128916313988
128_50,s4.442281661466911931112928,s5.848389028067643197100827,s248.27628652352859717212
128_51,s4.200137423690519467622135,s4.158952108364456619149979,s68.23643143928870813397
128_52,s2.141147876060895661532276,s6.382309301278548517052734,s248.09883330707475579402
128_53,s3.288782303623677335941703,s2.045124683533464385958298,s248.15256616334318096051
128_54,s0.7426257706417458242792237,s2.506148929417921421563853,s68.18264563183038262650
128_55,s1.894626407831633747882919,s4.144505361856466189454835,s68.32363833768738459185
128_56,s0.7423771565936571856237928,s4.136995302546446229853049,s68.13478570226709507551
128_57,s0.9845043030631939332900634,s2.032656631297879041434355,s248.34315145876178121398
128_58,s4.431258652253421395309321,s0.9591046328335760471049186,s248.05939295992561710591
128_59,s5.588859475361932373848806,s1.515167496490615539766706,s248.23704158832993016404
128_60,s0.3360213810170699889819930,s4.600121485009219673830485,s23.75605244904289747865
128_61,s6.325786775989085443770560,s0.3127223435989213784795836,s62.25320600976220930534
128_62,s3.285659271431223861476557,s1.499638861787422686803830,s248.12343746321266735322
128_63,s5.595799255495556724203386,s5.317615376330655365624105,s248.34649482060876835021
128_64,s6.499261068392471832131105,s1.455932754146140715172057,s68.23432984431644854340
128_65,s0.7428076581946238752759584,s1.967236993711849614764581,s68.21772366876325577323
128_66,s4.201196417762910726732217,s2.532419884505733408926681,s68.21621411025495262948
128_67,s4.439448305577315683162805,s2.051911617983058340417104,s248.15213558501159241132
128_68,s3.288938475851381592813647,s5.301190741708673905714123,s248.26420236412627673417
128_69,s0.9865177440083554268674971,s5.830974202571839473943397,s248.22900333171537567978
128_70,s4.442192166190300138143273,s4.766252593377738811847519,s248.37497908943805668969
128_71,s5.598304070614904207049347,s4.778431526272460428993244,s248.59152025360685911437
128_72,s3.047252541423293723512303,s1.980244527135154274691484,s68.18188985600966134371
128_73,s1.899330932218291989083957,s6.317563714694680472840068,s68.16575869122959829838
128_74,s3.039071942025669249784391,s0.8884636560481488985569513,s67.94314335551672456859
128_75,s5.585969670234515346283690,s0.9670366370922120029220039,s246.46545009502051470918
128_76,s5.590340840389605360398624,s2.058520056776010294254225,s248.17484484715328107995
128_77,s5.593810461431490293270569,s2.603066296298454640727361,s248.05161805194416047016
128_78,s0.3634421996545765705410371,s0.8669797335939696675284565,s18.91547475636679109812
128_79,s3.289700242366998903255144,s4.218229627745506018953853,s248.23920959847168887791
128_80,s2.137060283620503336032427,s3.668092894837041253955153,s248.27921167869681084994
128_81,s3.048544420533203327535183,s2.525587731554963587403774,s68.35856360787278163116
128_82,s3.043886950204142005419123,s1.435076054744181692166813,s68.10587764453447334745
128_83,s4.197991316201198409240987,s1.987113525328017747327350,s68.15230775197198909154
128_84,s5.353933657046253954099214,s5.786979274835870960761002,s68.27758749730537601863
128_85,s0.9839163022032021241759495,s4.201788736764152030725904,s248.15983445404015128588
128_86,s5.352687860636084459626838,s4.164663067014628474681438,s68.14880933714641741972
128_87,s0.7437950871766270843027605,s3.048981687602588109178941,s68.40910074140901997453
128_88,s3.047436856684330274826198,s5.235626331512785107892967,s68.30312136008382140062
128_89,s1.895245691157852414856325,s3.059348469390168791913547,s68.39964321530544566485
128_90,s1.884515370746022340706490,s0.8885940321817624761693848,s68.45922392204789730386
128_91,s0.9800867337568613591106538,s0.9213573098479549364414525,s248.81035268900711798779
128_92,s2.135828522190719333076101,s5.296030364045240668514142,s248.23601382777292201354
128_93,s4.194751071282186270139706,s1.441796099748953424402737,s68.14043443106720587821
128_94,s1.896130019411589102825447,s5.773459662124612944093202,s68.23086163660980218992
128_95,s5.353881188369368432823576,s4.707366779395396164805551,s68.40834030685277866723
128_96,s4.199288868136504769464849,s3.616852280662172008811341,s68.29978448024110093684
128_97,s1.894960882921419595917691,s3.601890520425869363452573,s68.59436980644295545062
128_98,s1.895851647150420104440344,s1.973155915755421815127345,s68.34209927250208238547
128_99,s4.315934480154561508863604,s0.3578696113812075717272040,s243.90275726649304033344
128_100,s2.136785909229799758522643,s4.753057779713728631152139,s248.28136903392169188010
128_101,s0.9378503370709455542431397,s0.3275083801009756411042037,s245.82674518883868586272
128_102,s5.338550890776188265454438,s0.9049859074111067921457491,s68.10282845305619048304
128_103,s0.4191940870753231417747939,s5.693859452166080077893301,s23.18508973315812227156
128_104,s1.811750139754739961965250,s0.3194061488113485532032148,s65.90168430451990388974
128_105,s3.289058474334527828056731,s4.760416114173495549492634,s248.28797089578142731625
128_106,s5.348860813143459658693671,s1.993646445264354475493912,s68.16135536170293107716
128_107,s2.134564627133536330405945,s1.494015384151726721439241,s248.07803436645394867810
128_108,s6.494085762216540039241714,s0.9068526521996394956022432,s67.48037670953863198520
128_109,s1.893670387698689811698541,s5.228961115252950692744620,s68.22878202170215899969
128_110,s1.896339460835543131514553,s2.516503294598388963949936,s68.56060409849010284233
128_111,s3.288596630566929526476063,s3.675610883897660001955077,s248.30070089460241433699
128_112,s2.138085250789803051038005,s2.582720595167675157290336,s248.35317218154102647532
128_113,s3.047922451136273241683166,s5.778322485492427849116896,s68.11224622605777767603
128_114,s3.047429151489568090972171,s4.152515305757808451104783,s68.36351222448092812556
128_115,s5.347324787770777896723070,s1.449820404883083084221227,s68.30659604374341142830
128_116,s4.067921143892362495434796,s0.3123567215540794667874998,s63.21335332280000329774
128_117,s5.447530548274281249918541,s0.3616807492423250213034260,s243.37426370593436786294
128_118,s2.128017541589063629380774,s0.9537122890351260007751218,s247.80063736889201209124
128_119,s5.362052553391507602271108,s6.323685892513764421322281,s66.99939024645902918564
128_120,s5.352125750736796189570269,s2.538567000357252966619018,s68.09723750434386602137
128_121,s4.442153216207802206810217,s4.225119755561694851629203,s248.17769759485304348345
128_122,s4.200034117902986179511891,s5.241342920720653491910219,s68.28512216945352975017
128_123,s3.293047240220734183393115,s6.386657509945569626349370,s248.00185904355316779402
128_124,s3.193808924295187119721260,s0.3636748754315658159460851,s242.95397370398097791622
128_125,s0.3261757924108754143998513,s3.577946508934119656041711,s22.75769763815742408042
128_126,s6.500284944096608079553376,s5.851229507950623003260685,s68.41785246949143584061
128_127,s5.594931257038684881593251,s3.689791422707389346685519,s248.44519408794280934671
129_0,s3.051655331726431992872714,s6.316962338777956483078189,s68.14638486694889252249
129_1,s5.352429767588870108562830,s5.785907186520090949118107,s68.18562551033380714216
129_2,s0.7327801229774094730662891,s6.289355315158863690410685,s66.34560812721713318751
129_3,s5.589378567995728442074222,s0.9593131154092870410846084,s247.43902114140212233906
129_4,s3.046926885233063924575898,s3.602169431954620979907983,s68.39419010150402300496
129_5,s0.9615819505744845507802032,s0.3243365629270296823149601,s112.44285308507289755653
129_6,s3.288512914555458662341123,s4.753489803879078619398798,s248.29136681954094001412
129_7,s6.504036941914394023143380,s4.708400033537898863537115,s68.34029374821079727553
129_8,s1.893086203090598754017839,s4.135410193960077604767042,s68.20149496121354104616
129_9,s6.504056421725844085813976,s2.544215800375669400815066,s68.09601402589930785325
129_10,s3.047052289910566528563918,s5.229853887288645964947497,s68.17294174452524657681
129_11,s4.194997617820420782866083,s0.8906098670919676621545898,s68.08318911489089941824
129_12,s3.288252560176934073056533,s3.667929007531666904504372,s248.35446135934716949123
129_13,s1.830727286727892787130499,s0.3185244562879340484368027,s65.51821517686278184556
129_14,s0.9797202759320728104694423,s1.481552196781256511976490,s248.56039279552862808487
129_15,s0.7421861085459059680175421,s4.127560838183385665776246,s68.08534766703638752006
129_16,s4.440789043266852204009559,s4.217354073498659204703604,s248.34565087547639450349
129_17,s0.9849061963132092117065461,s2.023958855323699422728005,s248.25101213550101419969
129_18,s0.9900761828851866773761376,s6.373219942396641832881402,s247.95751620433361495088
129_19,s4.442589536768390411835898,s5.844732186901501105095266,s248.18798948954338356998
129_20,s6.504045036783065228335515,s5.792393872442019194960665,s68.23279476277889443736
129_21,s0.9834988181616525654690398,s5.280041579350009429487033,s248.08284498646719384851
129_22,s1.894282945389307667364995,s1.421339211238638018924896,s68.13486887442002171156
129_23,s6.496025397419423219419818,s0.8989330330955170952512550,s67.61973284246050752699
129_24,s3.292152565886571368023809,s2.582879515323283256006670,s248.32000993159101653873
129_25,s4.202132241528767380845928,s2.526439885987873701763096,s68.33281813653303515821
129_26,s0.9816913724167680690518069,s4.733294009436798042617292,s248.82224113452991787199
129_27,s4.445675658782609714272832,s2.591079683328140118614016,s248.14694988806922992808
129_28,s0.7414844735351328639439124,s5.215730047315668379291120,s67.95109880426969084510
129_29,s5.351333486305683230185843,s4.700816136668648349299033,s68.29655861948594974820
129_30,s4.198539155985462268008314,s4.152145577106053189150999,s68.24948278129522805102
129_31,s5.592568989328913169379428,s1.506825544470066037559316,s248.13344258371171235922
129_32,s2.141656575624506319559944,s6.376791763812636020387695,s248.12524378737805363926
129_33,s0.9872196894766247993829308,s5.826267883704808129037429,s248.21727326247003020399
129_34,s5.352472750301748867838862,s1.985668963599038986320152,s67.97942821088849996158
129_35,s2.139173288126701547517781,s5.833188853541312268668832,s248.11936281616056021448
129_36,s4.199652828665229100476549,s5.236058805650046246283999,s68.30353374510815456233
129_37,s5.599395666730180072664409,s3.143812533897481152479775,s248.72147601216295242921
129_38,s6.504053816293182437991610,s4.164022438365253270805755,s68.12607680011240063322
129_39,s3.288814102468252851868807,s5.295100106677290782079973,s248.30400434987006974552
129_40,s5.480869816006729342184032,s0.3591774214288389888588447,s243.32161641192340084672
129_41,s0.3486693748525401131733358,s4.594513791657504506667785,s22.51518491035153601842
129_42,s3.049922832236413043246853,s1.973110035072360381386365,s68.35138120370845626894
129_43,s6.504119709032507617077197,s6.359783185537144761410311,s67.50419413669601453876
129_44,s4.198391112280544201416769,s1.435842547028096336231006,s68.17630976652185381681
129_45,s4.200006885691724495175014,s5.780251317689273590084909,s68.14871807705276296474
129_46,s0.7425596132371811482656908,s1.957235236548071862788075,s68.15713285205458760174
129_47,s3.288623630841064181583253,s4.210036378649747219155044,s248.24900730660226599866
129_48,s4.440653532933479001717005,s4.759593022259482127677041,s248.29132104091900146159
129_49,s2.136053603792488050359528,s4.202642047801984120794515,s248.26309126521175585367
129_50,s1.891978102440319682039674,s5.223125412125727238918622,s68.10898364949457572948
129_51,s5.214906077790547159732794,s0.3117254045251011814189341,s62.95714212140092058689
129_52,s5.352952673004586637078193,s3.617571284677487465108827,s68.38949082882334096212
129_53,s4.439861610536074390373387,s1.500787309381349267561293,s248.19274992483735786664
129_54,s1.898865011108985024337183,s6.312626720902182363493396,s67.95733320799934062961
129_55,s5.355121954121340459107011,s3.074659008703351440842771,s68.38411747060928291830
129_56,s1.897676120687441849225266,s2.506245753131549189386750,s68.63211031588861033015
129_57,s2.132760824042991180515835,s0.9492826965352306233552648,s248.04377521808589790453
129_58,s3.285669518882514101665850,s0.9494982893311383446921997,s248.10984915695030395000
129_59,s1.894686374392860512862875,s4.679863748204504196779863,s68.64574953407463908661
129_60,s5.593499485956396331640680,s4.766044590150097565739502,s248.34184030456287928246
129_61,s0.9785094575556752611824209,s0.9436059382525866933748915,s248.01750327339709656371
129_62,s0.7444026865042977702880696,s3.036889825611559988963842,s68.51469892257551919101
129_63,s0.3431740204900465308925804,s5.681005701596260276471384,s23.87612774381364033616
129_64,s3.046018225497580448990634,s4.144895882603772746315384,s68.26102115329968000879
129_65,s3.291658054914755487787785,s2.038545121773978353357716,s248.21278826475497680804
129_66,s1.896296484233375348149997,s1.963051546658239582845882,s68.19204196087287073169
129_67,s4.335821092263630643546129,s0.3615254702433827981055640,s243.14477942260577947309
129_68,s5.593016326898730106560150,s5.308624034143320404487986,s248.33779998317174886324
129_69,s5.356047061375553326096044,s6.325894882699635861882403,s68.02106419571111928235
129_70,s5.352081633655352975313758,s4.158033338848843660726989,s68.34622499282727403624
129_71,s2.964259624030994249623887,s0.3150493903274332275068784,s64.17967215764360844332
129_72,s4.202025005658906104567117,s3.068002338768478627592471,s68.35536914825672738516
129_73,s1.896891326817978592836474,s5.768580610252057081925059,s68.18416745228410036361
129_74,s4.199400813697575737901845,s3.609182202473293794304380,s68.35818450449949068570
129_75,s0.9831045056557689406695164,s3.645646888010609320441676,s248.67497991342077057197
129_76,s3.212145270235309357976626,s0.3617119332774457579157826,s243.46305884460730339924
129_77,s5.593960519742030932781228,s5.850968905436151587776714,s248.23027423667758739612
129_78,s4.443495886494451609913891,s3.133558313430956721451749,s248.30777613608040610416
129_79,s2.139400893142347676852148,s2.572740073056306257494705,s248.40773422469294473558
129_80,s0.7431840299388541846099922,s2.496417558777419008506240,s68.27764550520339525974
129_81,s3.293835152371794018099801,s6.383438120998697330978140,s248.16212864025567341741
129_82,s5.351710684272038832015684,s5.243068305584919471376987,s68.32126878821168247669
129_83,s0.9837557027476179484517213,s4.192118113231082286324720,s248.10031512429543454346
129_84,s4.199354404815533844528716,s4.694209314278835024415309,s68.29113101772941263334
129_85,s2.136377332659548478689063,s3.658446910171694720697113,s248.41239258797963884717
129_86,s3.049130090696428210115385,s5.773233708220647586894755,s68.13588166881675078912
129_87,s2.139090881234756373466240,s2.031037856693192772217470,s248.31610918564297207922
129_88,s5.599097257625904711317658,s6.391728228686546820193889,s248.59914360871573535405
129_89,s0.3312044476298041109061371,s1.270132150882308219672350,s19.81714049127191401567
129_90,s2.137029543558226520845539,s3.115615565106692797510980,s248.58249902088027738500
129_91,s5.594380628561516213859402,s2.050018662972075367588082,s248.08149327695525698800
129_92,s3.288817241565774026134884,s1.494237693284727902497569,s248.17779589392819161731
129_93,s3.048730963657720846249567,s3.060569503377475566975935,s68.61954347012317612098
129_94,s2.081912042784130638661217,s0.3687198784826188514681209,s243.53068491167198317271
129_95,s3.043847774342199800686891,s0.8850069023049495383978103,s68.02269075165293088503
129_96,s0.9853038160473175091066264,s2.562633920685153026914932,s248.60027403017591041134
129_97,s4.203407824889006689892473,s6.325283907310515827910796,s68.08423735401720477967
129_98,s4.201206413624195450483728,s1.981095742338514878062716,s68.17505047821077823755
129_99,s4.443832118481064786119559,s2.045507037946477597784232,s247.97872517727159902279
129_100,s1.895719497375415771116792,s3.049142814801206775494414,s68.48752781361361030577
129_101,s2.136583407438009240405563,s5.290307550371850995565421,s248.15346389104649915680
129_102,s4.437540114244005455488639,s0.9547065404727878453893080,s247.80601579187941752025
129_103,s4.442452214750350194101655,s3.674196228335667561203394,s248.37798741737594809820
129_104,s2.136898461264272519969423,s4.746213922295372305309736,s248.28333649706894448173
129_105,s3.047368797626346234720264,s1.429308999658969565349487,s68.18612696964896713325
129_106,s4.440980757036643928677539,s5.301542047448652388682802,s248.32086504790561320988
129_107,s6.357856014750926508683866,s0.3128806103995374712752459,s63.37615200646968105502
129_108,s3.290856550390923377130205,s5.838184482391073732707515,s248.14922407721667241276
129_109,s5.350733197531082184051327,s1.441714099197956886679306,s68.27610004138341537328
129_110,s0.3596970342009586633473619,s3.501854836673573989667688,s23.56517637794934216799
129_111,s3.047194044159149225331138,s4.688113785696304956329866,s68.28575132394485081022
129_112,s6.504065746620459507694605,s1.990194014424117959023894,s67.99354289475832047174
129_113,s0.3327126832708044612663357,s0.4207078491151502474613110,s18.07960349025523782984
129_114,s5.598193558116518852134759,s2.595078717242991710659927,s248.10937562693891322851
129_115,s2.137062072559367545206247,s1.489179821811087299786946,s248.17228551546429571317
129_116,s3.049356674430703406303592,s2.517685920554752115085138,s68.39913026218573577353
129_117,s5.355952212038958104443944,s2.530757294699258685352911,s68.10409950154917169129
129_118,s1.894679621922296602146572,s3.591957008081739384455480,s68.62806156377655497636
129_119,s4.445068257040544956084000,s6.389744079011912431654057,s248.05016290923640553956
129_120,s5.594572783291506453968508,s4.223145087058100530350213,s248.12649846578767665051
129_121,s4.086680928615369162096189,s0.3126330437140014524661117,s63.28585657389868401879
129_122,s6.504040072630332627777940,s1.447284248393256932453146,s68.29743651543174109975
129_123,s5.345841462305387280075152,s0.8961356209274535314524812,s67.94971484851237164548
129_124,s0.9855822598346402817051958,s3.103159695488360751418383,s248.47695711790754558024
129_125,s3.290829450507095055178856,s3.126867914981632270896921,s248.35805545324899412662
129_126,s5.595725283153915473750935,s3.683022118608498431642170,s248.46461987507507274131
129_127,s1.889050504993792643231737,s0.8800710235592072718834850,s68.00500515304759119317
129_128,s6.504037031219341266670884,s5.249806602025341274765049,s68.33905072360880694760
130_0,s5.353662569313172445266369,s3.081594492149867436659664,s68.39117090301220969195
130_1,s5.351644693063784858246787,s4.707878041088942511884563,s68.25730029005171672907
130_2,s0.3496742265295574093448330,s3.508501658601476451446988,s18.75064194576486897859
130_3,s4.195044845892328702892236,s0.8977911467032247776546218,s68.23732711190001509749
130_4,s4.198421704500505666716552,s4.702763711379426172958098,s68.27424651773822006362
130_5,s3.043806233275558178733943,s0.8899258411050964195419779,s68.12465144010263884411
130_6,s6.505014366971283959899260,s2.001701241842812602764243,s68.22331958582253719214
130_7,s3.043824591661833612743496,s5.238638502230147250773437,s68.24233931071358938425
130_8,s3.288941491919438505939460,s1.500035216526537957324003,s248.19614925212545131217
130_9,s4.440715359324493633352010,s5.851190870481999624492249,s248.10805160446579975542
130_10,s1.889875342106200825376413,s0.8886062949977923358454466,s68.42684840241611254896
130_11,s3.285331743579061431905114,s0.9545924053737910785520204,s248.11425119944760808721
130_12,s4.442012729270174830059955,s2.052613645585782204018022,s248.26483792539988826320
130_13,s0.3427613101145595211844851,s5.684375703335807681739450,s24.72262894495395713079
130_14,s5.596039002027755486910075,s3.147212866367997985422013,s248.32430832121144703706
130_15,s1.894767359730601512094357,s6.319356714132486313231322,s68.29817922720121714519
130_16,s0.9832870063723603959298719,s6.377766954187813550087035,s247.96615378459478051809
130_17,s0.9837321626257623220518724,s1.489775033575879497966954,s248.16109844481664481464
130_18,s3.288188115386639550844622,s4.216997717743301375597134,s248.27194509333273231277
130_19,s4.197977035863942662118050,s5.245232517156328325798296,s68.24088123459398502746
130_20,s1.895574234832898209647114,s5.775292057668378382575678,s68.46488117767404446568
130_21,s0.7425785043571231115472966,s3.045968467802541447055077,s68.16372059460246646267
130_22,s5.351322687766623745243109,s4.166401250379420499033473,s68.29562689427780242113
130_23,s5.449683928634231759128288,s0.3716665049158038166317163,s242.31456589683398306079
130_24,s6.505013993639248956998176,s2.545909488552852989484063,s68.22812988216765006655
130_25,s3.046775348394762679681198,s1.980245777174896911369746,s68.32312120280420231211
130_26,s2.132094136462489666946489,s0.9541302011794347536597160,s248.13178749674943901482
130_27,s5.592177091568875030262045,s0.9664989439691814198428989,s246.68272182398504810408
130_28,s5.352698530408670818817388,s1.451434883829607500657135,s68.29479370927953141290
130_29,s3.287586813960938776544373,s5.304242874847180827259515,s248.24671280615507384937
130_30,s3.044003476265008733926156,s4.693173161967170758440956,s68.28982732755719098350
130_31,s5.352446523842475171953811,s1.994652364200269355858791,s68.29918608320093653674
130_32,s2.136115888484687704107857,s3.123108770381143734364155,s248.45126711381715267635
130_33,s6.505021031828542427117697,s1.456957106165551843609737,s68.14185090742694228538
130_34,s3.288352174628759811252633,s5.849010745318771584524599,s248.10259215258679432736
130_35,s0.3952229174266665475515661,s1.910610314870733872710595,s18.80801221021062019645
